engine_id,cycle,sensor_1,sensor_2,sensor_3,sensor_4,sensor_5,sensor_6,sensor_7,sensor_8,sensor_9,sensor_10,sensor_11,sensor_12,sensor_13,sensor_14,sensor_15,sensor_16,sensor_17,sensor_18,sensor_19,sensor_20,sensor_21,RUL
1,11,516.9022,641.1409,1574.6406,1403.3914,14.7096,21.5695,558.2651,2382.0113,9011.7266,1.2945,47.3635,520.0299,2402.447,8247.9969,8.4175,0.0297,394.8089,2368.8217,99.3382,39.3045,23.4801,241
1,12,516.6765,644.5104,1592.1158,1420.7377,14.5647,21.4996,555.061,2391.6843,9110.799,1.2855,47.7639,522.068,2407.5734,8167.4355,8.476,0.0299,394.4537,2410.2218,99.5865,39.1854,23.4455,240
1,13,523.2912,642.911,1589.7461,1401.8502,14.6089,21.5141,555.5054,2400.0554,9077.691,1.306,47.5811,523.2159,2401.5762,8274.3712,8.4172,0.0303,391.0228,2391.0582,99.8102,39.0431,23.6082,239
1,14,520.4103,642.945,1578.1487,1403.5344,14.6314,21.6102,559.1677,2424.5398,9107.3458,1.3041,47.7203,527.3993,2405.8116,8208.8708,8.5421,0.03,393.1481,2393.9608,100.6355,39.3431,23.663,238
1,15,516.7293,641.7601,1592.4239,1397.3413,14.629,21.558,560.8142,2382.2252,9167.9503,1.2929,47.3673,521.738,2425.5349,8175.5306,8.4845,0.03,393.6692,2381.2433,100.0284,39.3541,23.7514,237
1,16,513.2322,650.8625,1602.4689,1404.8332,14.5752,21.7361,557.8858,2379.7398,9110.5189,1.3083,47.9389,522.4807,2382.305,8165.1007,8.6155,0.0297,392.1434,2393.2362,99.9304,39.2147,23.8042,236
1,17,516.1947,645.2325,1600.0746,1401.8547,14.5022,21.6426,562.9752,2406.3921,9099.5781,1.3006,47.6576,527.9283,2394.237,8120.7619,8.3905,0.03,396.4411,2391.1719,99.8225,39.371,23.5708,235
1,18,521.0668,650.2494,1590.2982,1390.2758,14.5913,21.4868,560.1073,2392.0715,9002.9853,1.2958,47.3451,529.2805,2408.0459,8214.5831,8.4929,0.0301,396.7248,2380.791,99.2058,39.0982,23.5479,234
1,19,511.2309,649.7934,1582.4241,1413.7412,14.6063,21.6445,556.2405,2405.4056,9076.8892,1.296,47.5181,529.2584,2407.4052,8197.2262,8.4291,0.03,392.2,2381.4399,99.3237,39.6428,23.4621,233
1,20,516.1314,641.1364,1592.9363,1405.6159,14.616,21.532,552.9169,2383.0326,9138.0244,1.2991,47.9437,527.2487,2405.2805,8134.2054,8.4819,0.0302,393.5079,2392.5494,99.9923,39.6078,23.4799,232
1,21,522.0164,644.7526,1594.1261,1410.7979,14.648,21.841,559.0465,2406.6023,9187.2667,1.3044,47.6154,529.094,2394.1417,8163.3037,8.4357,0.0298,395.3438,2384.5554,98.0546,39.2618,23.5083,231
1,22,521.2601,644.2806,1623.38,1421.324,14.5881,21.749,559.8602,2407.8972,9149.9909,1.3004,47.8654,527.7056,2432.1931,8206.8754,8.4569,0.0297,399.0379,2384.4841,100.2991,39.7492,23.6134,230
1,23,518.1053,651.6026,1605.4039,1415.418,14.4954,21.7558,559.5722,2387.2168,9136.7955,1.285,48.4384,522.2541,2427.0654,8161.0191,8.5074,0.0298,397.0484,2384.857,100.2616,39.3485,23.4121,229
1,24,520.1324,644.9036,1611.1062,1409.4236,14.6137,21.8134,565.9682,2416.794,9100.5952,1.2973,47.6143,523.8103,2402.6405,8290.021,8.4744,0.0298,395.078,2390.3791,100.0199,39.5323,23.6075,228
1,25,520.9001,644.1126,1618.1497,1413.6937,14.6527,21.5152,560.2226,2415.7494,9058.8094,1.2879,47.9247,524.3741,2410.5249,8144.4242,8.4128,0.03,394.3442,2359.8089,100.7512,39.0843,23.943,227
1,26,516.8597,648.5591,1617.4649,1423.7499,14.7824,21.4259,555.4138,2410.8299,9163.3551,1.2999,47.4269,527.4146,2405.2167,8196.3878,8.3817,0.0301,395.5539,2411.9767,99.9583,39.5061,23.7223,226
1,27,513.6044,656.7146,1599.4957,1416.4794,14.6724,21.5115,564.8384,2412.1218,9112.938,1.301,48.0798,526.1629,2420.3492,8131.6642,8.4564,0.0296,399.7384,2414.4988,100.3505,39.1736,23.9338,225
1,28,516.9166,646.7597,1605.2491,1416.5868,14.6726,21.6927,558.8395,2418.2513,9117.0375,1.3042,48.024,528.5227,2417.8488,8190.8036,8.5159,0.0301,392.6537,2384.3398,100.3401,39.7806,23.7362,224
1,29,523.8116,646.2988,1606.5599,1419.8063,14.4298,21.7926,553.6937,2423.4017,9164.2335,1.283,47.2993,530.6421,2426.3105,8173.43,8.4555,0.0301,395.5809,2402.0828,100.2682,39.7654,23.7627,223
1,30,520.7609,646.6685,1601.0583,1413.5336,14.7705,21.5609,560.4474,2380.8603,9166.5476,1.3164,47.6742,535.8902,2413.278,8098.9909,8.4815,0.0302,400.1168,2397.5911,100.8768,39.1747,23.5539,222
1,31,513.7979,645.9643,1612.1191,1416.0496,14.691,21.4968,557.101,2414.3349,9104.7344,1.3095,47.7706,525.3484,2417.1963,8200.9738,8.4442,0.0298,397.0368,2369.8527,100.7814,39.2936,23.7312,221
1,32,516.8412,645.0546,1608.0375,1423.0676,14.5998,21.6021,562.4951,2423.5869,9136.1504,1.2968,47.9742,526.4024,2416.5404,8166.9148,8.5181,0.0299,397.9684,2379.0183,99.6336,39.5541,23.6598,220
1,33,525.2745,642.695,1607.3307,1424.1223,14.5727,21.4999,557.4674,2391.5875,9209.2596,1.2976,47.8484,520.9276,2393.9684,8290.5659,8.522,0.0302,398.3868,2374.6354,101.359,39.8952,23.5915,219
1,34,508.3188,647.4677,1608.9774,1411.2703,14.6019,21.5098,563.2012,2414.7263,9191.9845,1.3089,47.4051,525.0425,2405.5413,8343.4938,8.5174,0.0301,392.1077,2389.9128,100.5472,39.6699,23.7544,218
1,35,518.7077,649.1723,1592.3079,1409.1077,14.6389,21.5235,562.6554,2420.8692,9215.897,1.307,48.0578,529.6386,2428.0594,8205.9304,8.4975,0.03,395.313,2401.5658,99.6491,39.7674,23.6322,217
1,36,520.0404,649.7525,1599.1902,1416.451,14.6473,21.6022,556.5324,2438.1183,9154.0224,1.2942,48.4428,529.4232,2399.3621,8184.0673,8.5053,0.03,397.8455,2400.6909,100.3018,39.8006,23.7043,216
1,37,516.4663,649.3468,1607.7593,1396.8546,14.5741,21.648,559.5562,2407.5194,9198.5691,1.2933,48.2165,523.8989,2453.0258,8224.3783,8.5032,0.0302,395.6864,2407.4324,100.2078,39.4929,23.6656,215
1,38,522.1732,650.39,1612.7211,1421.7342,14.6309,21.6728,560.6806,2416.2435,9098.7058,1.3022,47.5861,528.7804,2413.1607,8253.831,8.4717,0.0296,395.9596,2374.0305,99.0041,39.699,23.9123,214
1,39,516.3581,649.4943,1606.6454,1412.7792,14.6743,21.7321,558.5303,2418.2649,9223.193,1.305,48.2801,532.11,2435.7634,8286.1873,8.5306,0.0299,397.0802,2380.8623,98.908,39.4825,23.7568,213
1,40,516.9664,649.2781,1608.5171,1429.0146,14.5906,21.774,552.9892,2436.4282,9226.7162,1.3066,47.5386,531.257,2417.7556,8126.8121,8.5875,0.0302,392.8022,2390.343,100.7767,39.8247,23.8269,212
1,41,510.9904,652.7927,1608.4521,1426.6313,14.6409,21.6076,563.5627,2416.887,9162.7159,1.296,47.6616,530.1067,2408.4172,8235.391,8.5426,0.0297,393.0212,2383.9966,100.2542,39.7309,23.5164,211
1,42,520.5168,649.4979,1603.0436,1414.1941,14.6856,21.6431,561.9074,2423.1937,9213.7742,1.2993,48.1174,531.9363,2415.5124,8275.2524,8.508,0.0299,396.9985,2394.8821,100.6679,39.6019,23.5358,210
1,43,520.5018,659.39,1612.3669,1406.3334,14.6339,21.6096,561.6574,2433.3272,9239.4232,1.305,48.0827,532.0655,2400.7466,8217.1036,8.506,0.03,398.4621,2385.3192,99.4932,39.8062,23.7089,209
1,44,518.9663,652.7633,1612.251,1420.5029,14.7043,21.6283,564.7786,2428.7326,9274.6064,1.303,48.3025,532.161,2422.3073,8223.247,8.5148,0.0299,395.392,2392.2447,99.6479,39.6482,23.7264,208
1,45,518.5493,652.985,1607.5918,1425.6134,14.7482,21.6515,559.8545,2414.001,9162.8703,1.2957,47.885,529.5628,2419.2612,8263.5018,8.5956,0.03,395.001,2382.6723,100.4309,39.7659,23.8225,207
1,46,516.8577,653.8918,1621.6006,1415.6055,14.6166,21.8542,560.1614,2400.1993,9248.2729,1.3083,48.0419,528.9482,2406.6126,8261.4985,8.5974,0.0299,399.6475,2394.1936,100.3232,39.5246,23.7156,206
1,47,513.3126,649.3622,1623.7643,1414.2178,14.5562,21.6874,563.8802,2432.9464,9122.3205,1.3186,47.8555,529.8935,2421.6128,8206.0173,8.5277,0.03,396.4238,2400.5178,99.9096,39.3498,23.5826,205
1,48,520.4285,646.263,1616.7374,1425.4258,14.5386,21.7177,557.4812,2428.4499,9181.9796,1.2991,47.8806,526.8752,2446.1122,8317.9305,8.5827,0.0302,399.8282,2383.6812,100.0266,39.3335,23.7651,204
1,49,522.103,649.4321,1623.5258,1423.1046,14.5067,21.4762,565.8338,2432.6282,9192.0675,1.298,48.2643,532.3431,2444.961,8334.5584,8.568,0.03,398.4184,2394.9736,100.2898,39.9534,24.0615,203
1,50,518.0746,659.7467,1625.3561,1422.0419,14.7425,21.8137,561.7322,2449.1433,9244.1856,1.3172,48.1109,528.9091,2398.9365,8293.7848,8.5708,0.0299,398.0428,2370.487,100.6703,39.573,24.197,202
1,51,518.1606,649.4845,1611.772,1412.2155,14.6594,21.5592,566.8429,2423.0947,9262.7098,1.3055,48.2462,534.7166,2439.4841,8404.4791,8.5365,0.03,401.786,2367.3841,100.7366,39.7884,23.6828,201
1,52,514.7159,650.0011,1595.6276,1419.8861,14.6709,21.5524,567.8159,2449.6943,9260.0768,1.3017,47.6364,528.2184,2425.6254,8232.2627,8.5519,0.0303,394.8628,2412.1975,100.4948,39.7634,23.7131,200
1,53,516.1347,646.7812,1631.7117,1436.2108,14.505,21.5432,565.0303,2424.2802,9101.3283,1.2952,48.7867,528.7158,2426.0973,8223.4068,8.5888,0.03,396.9687,2370.5746,100.7856,39.3664,23.88,199
1,54,512.4217,655.3613,1625.5792,1433.1865,14.6068,21.8015,571.0188,2424.743,9178.4586,1.3011,48.1569,528.7825,2421.8697,8356.2199,8.6002,0.0299,393.3372,2367.3717,100.2816,39.2661,23.8599,198
1,55,515.5788,653.3559,1618.0244,1425.9996,14.5877,21.5584,561.8044,2436.2603,9244.8892,1.2911,48.2851,531.3419,2432.2516,8288.2939,8.5476,0.03,400.1995,2389.8837,100.283,39.9584,23.5865,197
1,56,521.407,654.4594,1608.0775,1431.7859,14.5874,21.5783,562.6412,2434.5942,9167.2855,1.3066,48.277,529.8713,2440.6112,8268.74,8.6138,0.0302,396.0423,2402.8156,99.1823,40.0104,24.1021,196
1,57,521.2079,645.6909,1627.9225,1443.5396,14.5952,21.6058,560.7063,2435.4816,9274.1087,1.3051,49.1632,531.1959,2409.5326,8293.6525,8.4581,0.0299,402.6548,2392.3426,100.1003,40.1646,23.8083,195
1,58,522.3305,654.1018,1622.3498,1416.8529,14.5806,21.4411,564.2719,2437.2859,9156.6013,1.3149,48.4179,531.4338,2442.3516,8250.7209,8.5822,0.0299,402.6352,2373.8605,100.0353,39.8511,23.9029,194
1,59,516.9839,650.6267,1614.4358,1430.9722,14.6082,21.7062,566.2222,2402.4171,9228.1592,1.3164,48.711,532.6621,2418.6794,8312.7755,8.612,0.03,400.0367,2408.1635,99.5205,39.5604,23.9494,193
1,60,519.9973,657.7384,1625.0462,1422.8305,14.6553,21.472,564.1431,2440.3034,9200.2679,1.3179,47.8718,529.999,2421.0618,8261.7412,8.5496,0.0298,401.117,2380.6928,100.0915,39.709,23.7756,192
1,61,523.5212,657.562,1603.8739,1412.258,14.7053,21.5472,559.9821,2448.3135,9229.9374,1.3018,48.6042,527.9399,2412.554,8368.1695,8.5149,0.0298,397.3494,2415.7804,100.276,40.0273,23.8992,191
1,62,516.9239,656.7188,1607.1489,1419.5873,14.6799,21.446,564.6849,2433.187,9197.5039,1.2858,48.2373,529.5206,2437.2602,8303.8178,8.603,0.0299,400.8617,2367.2175,98.981,39.3186,23.8156,190
1,63,516.4847,657.4898,1615.7265,1430.7535,14.6865,21.527,566.3713,2449.2446,9164.4777,1.3002,48.2383,528.6664,2415.3398,8247.1738,8.5907,0.0297,398.6325,2398.8613,100.2511,39.7253,24.1097,189
1,64,524.1616,654.9539,1600.05,1436.0008,14.4324,21.7884,568.9829,2460.318,9243.1643,1.2974,48.315,530.665,2449.7241,8336.3782,8.5962,0.0299,405.729,2400.1859,99.1064,39.7408,24.0179,188
1,65,516.3506,656.3259,1630.9572,1402.9574,14.6112,21.6017,564.5215,2441.408,9266.1356,1.301,48.3503,534.2702,2438.0335,8296.0379,8.5314,0.0297,397.1702,2391.7174,99.9558,39.5426,23.9879,187
1,66,522.6568,653.1192,1607.5284,1424.3908,14.6899,21.6763,563.1151,2458.4544,9303.9572,1.2947,48.2673,530.8603,2431.36,8352.3914,8.6159,0.0301,401.6901,2410.8997,99.4075,39.9615,23.626,186
1,67,514.8496,655.2027,1627.2311,1429.5929,14.5736,21.5629,570.3972,2433.765,9327.1162,1.3058,48.6012,529.2731,2451.3863,8289.2303,8.5423,0.0301,397.2947,2377.8193,99.9943,40.3754,23.8282,185
1,68,517.3407,658.3041,1613.0072,1434.304,14.7186,21.5729,569.5088,2443.5455,9204.5133,1.2986,48.3939,532.6655,2441.6925,8341.0652,8.6252,0.0296,400.2489,2367.8397,99.8458,39.8762,24.0534,184
1,69,518.5826,656.8094,1631.5733,1440.8976,14.6099,21.6214,566.5342,2433.1633,9205.4406,1.2835,48.224,527.8973,2457.1763,8325.4508,8.598,0.0299,400.652,2376.6741,100.0973,39.9693,23.8202,183
1,70,516.1158,659.5367,1624.5567,1425.6062,14.5897,21.4879,566.4708,2452.2768,9245.8266,1.3172,48.6368,533.9234,2429.0368,8308.5998,8.5699,0.0296,402.8472,2381.1689,99.5747,39.974,24.0076,182
1,71,517.7394,656.2771,1632.1659,1429.3474,14.6447,21.4095,563.0063,2450.0151,9184.6494,1.3017,48.5009,532.3546,2430.8614,8363.4345,8.6907,0.0301,401.5426,2378.8866,99.331,39.9317,23.8203,181
1,72,513.5277,659.3743,1633.6129,1425.8858,14.6399,21.7311,567.6668,2426.7484,9241.1868,1.3096,48.6206,535.1567,2447.2482,8285.6824,8.5827,0.0301,402.751,2402.6906,99.5201,40.0474,24.1108,180
1,73,515.8065,662.031,1641.113,1453.6224,14.6389,21.6386,569.7712,2454.0994,9312.8319,1.3057,48.5419,537.3147,2429.1347,8327.4752,8.6883,0.0298,399.5991,2396.9721,100.2203,39.774,23.9082,179
1,74,515.2446,660.4174,1624.7702,1447.5422,14.6266,21.5834,566.4007,2440.9397,9264.321,1.3183,48.4952,533.021,2445.0775,8379.4217,8.5504,0.0301,399.4167,2395.3897,99.7238,39.4742,24.0186,178
1,75,519.7177,655.0227,1621.8743,1423.6747,14.6832,21.7166,564.8335,2437.7477,9258.3835,1.3165,48.745,531.3279,2449.0171,8269.7093,8.6538,0.0303,405.0163,2397.8155,99.6737,39.7058,23.7942,177
1,76,510.5293,659.796,1627.1403,1441.5148,14.7368,21.6221,568.1876,2439.5158,9246.947,1.3053,48.569,533.3153,2445.473,8375.3055,8.59,0.03,401.9955,2403.4963,99.8662,39.8456,23.9216,176
1,77,521.7249,664.808,1616.8783,1426.2567,14.6062,21.6234,570.3511,2434.573,9213.5401,1.301,48.5618,537.1156,2452.9854,8362.8244,8.6204,0.0304,399.7455,2396.1582,99.2899,39.7803,23.9129,175
1,78,523.3966,658.66,1623.8139,1438.2147,14.6229,21.5505,563.7566,2466.4483,9280.8171,1.3158,48.8951,536.1859,2441.4209,8290.2672,8.6177,0.0298,403.1322,2409.8062,99.8541,40.2335,23.9096,174
1,79,517.7926,654.9909,1610.6023,1435.44,14.6305,21.7388,570.7293,2458.7971,9223.7904,1.3033,49.0807,535.8512,2472.4163,8434.614,8.618,0.0299,400.1616,2367.7501,99.7101,40.3034,23.7187,173
1,80,515.6604,657.6638,1622.274,1432.0402,14.5781,21.5789,566.1772,2437.9149,9323.2173,1.3076,48.309,526.8569,2462.9535,8289.3597,8.6433,0.0297,404.8009,2421.974,100.1022,40.0314,23.9726,172
1,81,520.938,660.3618,1639.5004,1431.6965,14.6478,21.5444,565.3354,2448.9604,9232.141,1.3085,48.4618,536.1348,2441.4485,8360.4902,8.6113,0.0298,403.1407,2384.8557,100.16,39.9707,23.8483,171
1,82,521.8123,661.1725,1626.0416,1437.6067,14.7052,21.5548,567.8549,2453.5206,9258.4601,1.3062,48.6609,532.9521,2458.3959,8298.4723,8.7336,0.0303,403.3303,2393.7343,100.2139,39.9699,24.0686,170
1,83,515.992,660.54,1639.3036,1434.5429,14.5713,21.4635,573.4875,2444.1369,9274.5048,1.3022,48.7957,537.5836,2445.9579,8301.2136,8.5795,0.0299,400.242,2383.9448,100.7313,40.0068,23.9876,169
1,84,518.6224,657.4791,1631.4928,1442.1863,14.6923,21.7313,575.5204,2459.3875,9400.4881,1.2944,49.2911,534.4611,2448.0158,8350.1727,8.6337,0.03,401.1816,2399.0852,99.6908,40.2448,24.2446,168
1,85,517.6341,661.9906,1637.5683,1456.0424,14.5787,21.7061,564.2773,2445.9177,9308.1841,1.3101,48.4254,538.0301,2451.6963,8288.9532,8.6552,0.0303,400.1213,2386.5316,99.4482,40.0116,24.2396,167
1,86,517.8823,664.374,1642.9623,1435.997,14.5789,21.5017,566.6086,2458.0167,9292.1746,1.2955,48.3548,536.2119,2447.0272,8351.9068,8.6637,0.0296,399.3405,2418.672,99.7166,39.5764,23.8695,166
1,87,525.8774,657.0229,1643.9112,1440.232,14.5803,21.7037,562.278,2434.8081,9271.1364,1.2902,48.6269,538.5586,2455.822,8423.9499,8.6612,0.0302,402.6862,2380.1161,100.8281,39.9838,24.1119,165
1,88,520.9005,662.771,1623.7483,1447.9685,14.5399,21.708,571.5062,2465.7495,9237.9507,1.3043,49.0844,536.7976,2443.881,8407.8309,8.6601,0.0297,400.9862,2380.9707,100.8422,40.4418,24.2481,164
1,89,519.3441,663.2335,1624.4723,1440.2258,14.6569,21.4801,570.6737,2478.1015,9330.0627,1.3067,48.1601,540.9446,2453.0873,8333.5572,8.6492,0.0298,405.3732,2383.5204,99.5869,40.1269,24.2282,163
1,90,519.0514,655.0973,1639.2543,1433.3398,14.4437,21.7908,571.6165,2455.286,9287.1763,1.3102,49.6459,537.874,2442.5788,8364.1002,8.6803,0.0296,403.9334,2393.829,100.7418,40.443,24.1037,162
1,91,523.0639,667.6691,1635.8732,1444.3377,14.4755,21.4346,567.7759,2451.1642,9252.075,1.2997,48.7315,539.8547,2450.7481,8269.624,8.6687,0.03,401.4344,2389.2688,99.3986,40.2605,24.4415,161
1,92,513.432,658.712,1630.1143,1438.1124,14.7034,21.6756,573.1825,2458.255,9243.5133,1.2919,49.0546,537.3942,2474.6801,8389.6481,8.6097,0.0299,404.6872,2397.4874,100.4783,39.9717,23.9467,160
1,93,518.1194,665.9385,1630.4646,1445.5152,14.6572,21.702,575.8876,2479.468,9283.1935,1.2847,48.6913,537.2822,2453.7754,8468.461,8.669,0.0301,404.0496,2383.3703,98.9234,40.196,24.5378,159
1,94,515.0599,654.4578,1654.3557,1448.2089,14.6353,21.7747,568.3247,2457.9402,9364.4772,1.3153,48.5763,540.9638,2464.4641,8388.8887,8.6704,0.0298,405.8093,2377.5518,99.3961,40.419,24.2223,158
1,95,518.8992,665.0518,1650.3218,1453.0885,14.5768,21.7326,571.735,2483.1748,9312.7617,1.2974,48.7387,537.9449,2466.356,8406.1708,8.6899,0.0301,403.3343,2376.3464,99.4632,40.451,24.1879,157
1,96,513.2863,665.3173,1654.8676,1437.6767,14.6475,21.5528,573.2029,2445.306,9318.2788,1.3071,49.2448,538.8026,2456.3516,8314.1385,8.6404,0.0299,402.4169,2388.7954,99.8088,40.288,24.2913,156
1,97,517.4909,656.6198,1632.4136,1448.3012,14.6754,21.6591,575.4638,2459.1491,9428.5973,1.3059,48.2618,542.9776,2451.3938,8342.145,8.7034,0.0297,402.5463,2408.7971,100.3111,40.4402,24.0551,155
1,98,514.2072,664.325,1647.4285,1451.107,14.6371,21.4931,579.1653,2468.8049,9318.8393,1.2988,48.9866,541.0102,2464.9293,8430.8803,8.6886,0.03,405.6015,2396.0577,99.9051,40.1115,24.1934,154
1,99,518.8973,659.9996,1632.1719,1447.8344,14.665,21.5665,569.9846,2452.065,9349.8498,1.2942,49.5569,536.858,2430.7614,8393.0112,8.6807,0.0302,404.9517,2376.8631,99.8398,40.3591,23.8725,153
1,100,522.5533,659.2115,1652.7661,1448.1379,14.6715,21.7489,573.7358,2472.9003,9325.0621,1.3027,48.821,537.2187,2490.1548,8360.1794,8.6941,0.03,403.7631,2394.8705,100.3298,40.0977,24.1768,152
1,101,515.5301,665.2297,1642.2405,1446.1531,14.6739,21.5767,574.9687,2452.0026,9407.6883,1.296,48.5417,537.4277,2458.7675,8384.2539,8.7004,0.0302,404.1486,2378.7626,99.3699,40.2101,23.9236,151
1,102,516.5664,667.0686,1633.8552,1450.8779,14.5197,21.8241,578.0084,2473.3231,9439.8743,1.3026,49.2112,542.2338,2467.8294,8331.4716,8.7293,0.0299,403.8218,2391.9788,100.3167,40.3576,24.2616,150
1,103,516.6194,662.6532,1649.2302,1460.2849,14.7939,21.6623,575.0912,2492.6547,9308.0546,1.3046,49.2262,542.9419,2450.9985,8361.9577,8.6958,0.0301,407.2796,2394.9125,99.9153,40.4282,24.2252,149
1,104,523.7322,663.6049,1638.7792,1450.3641,14.6362,21.4201,572.6141,2465.5997,9317.3504,1.3075,48.8287,540.2124,2464.9703,8412.2052,8.7169,0.0298,405.3624,2418.5718,99.1293,40.337,24.3404,148
1,105,519.545,665.6836,1621.5672,1451.9732,14.5577,21.6475,572.7474,2498.1347,9375.4007,1.2992,48.6515,539.4021,2478.6991,8406.22,8.6763,0.0299,406.24,2398.1426,100.7613,40.1446,24.2696,147
1,106,518.3169,663.0867,1646.7674,1450.9247,14.6632,21.4822,570.6898,2488.308,9339.4517,1.3022,49.3474,540.5665,2475.7613,8453.1914,8.6031,0.0299,406.2185,2406.5338,100.037,40.1899,24.1009,146
1,107,521.2341,662.8398,1643.6353,1452.9939,14.3827,21.8518,570.9239,2472.4511,9267.2325,1.2969,49.4129,533.7891,2484.2621,8402.5954,8.7284,0.0301,406.2834,2376.4475,99.7961,40.0675,24.28,145
1,108,523.6076,657.276,1637.432,1447.1966,14.6342,21.7163,572.8947,2465.7575,9412.1696,1.3048,49.2406,539.8738,2483.1095,8387.7626,8.6708,0.0301,401.8771,2389.2312,99.8229,40.0921,24.101,144
1,109,518.3539,667.7407,1638.903,1458.5704,14.6252,21.7684,571.6683,2470.0839,9377.8711,1.2987,49.3656,533.2701,2503.0915,8459.2672,8.7027,0.0299,403.6648,2396.623,100.5565,40.3761,24.3754,143
1,110,516.0381,660.3421,1661.3363,1454.1404,14.7342,21.5068,570.8551,2466.7041,9320.4048,1.3051,48.9283,536.4581,2473.3908,8364.0851,8.6288,0.03,401.8537,2398.3549,99.2196,39.9345,24.1994,142
1,111,519.0895,666.2008,1647.2474,1441.6562,14.6783,21.726,570.156,2469.8344,9351.0852,1.3016,49.0883,539.8443,2480.8247,8374.6863,8.7509,0.0302,409.3962,2359.3726,99.8977,40.0071,23.9263,141
1,112,519.088,663.2074,1648.8887,1454.2073,14.722,21.6165,583.1347,2477.1029,9461.0651,1.283,49.5162,539.6805,2446.9864,8447.1156,8.7046,0.0301,408.1546,2368.1105,100.5677,40.4502,24.4299,140
1,113,518.0749,663.1554,1646.9679,1451.6417,14.5658,21.55,570.4425,2467.9629,9404.9332,1.299,49.4408,539.8325,2454.6478,8457.744,8.6898,0.03,408.7756,2372.4951,100.0921,40.4523,24.352,139
1,114,521.1508,665.9949,1644.0278,1454.9966,14.7292,21.6067,573.5939,2479.7112,9375.5457,1.2903,49.2515,536.6097,2479.5284,8396.854,8.7259,0.0301,411.5668,2397.9204,100.7633,40.8825,24.3317,138
1,115,519.4988,661.4223,1646.6997,1446.0686,14.5872,21.8361,574.9539,2463.5853,9446.0042,1.3069,49.4706,534.8515,2501.3127,8410.3,8.7635,0.0304,411.0367,2374.9434,99.1921,40.7985,24.2936,137
1,116,517.217,667.6853,1646.7931,1457.6716,14.6255,21.6973,572.001,2495.0691,9414.627,1.3047,48.9214,545.8293,2475.8595,8471.4479,8.7143,0.03,407.087,2350.3362,100.3258,40.9278,24.3532,136
1,117,515.8917,667.9922,1658.1662,1456.6368,14.6139,21.5807,574.1868,2486.121,9311.0066,1.2973,49.6568,545.804,2457.0575,8389.389,8.7195,0.0301,402.5533,2387.268,99.7348,40.8005,24.0702,135
1,118,518.9385,664.4498,1662.3191,1457.7487,14.5721,21.7131,573.9209,2490.9069,9373.0783,1.3077,49.364,550.7146,2476.8525,8460.9024,8.7123,0.03,400.7607,2394.2185,100.7511,40.6099,24.1252,134
